Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
11/23/2018,NISS,4D,,WHI,AT24409,IL,10300 S. Doty,(773) 568-8495,2863930
09/22/2018,JEEP,LL,,WHI,AT05772,IL,10300 S. Doty,(773) 568-8495,2859572
11/24/2018,DODG,LL,,WHI,D385ZM,IN,10300 S. Doty,(773) 568-8495,2863970
11/24/2018,DODG,4D,,BLU,AP49454,IL,10300 S. Doty,(773) 568-8495,2863971
10/18/2018,LINC,LL,TK,BLK,593500,IL,10300 S. Doty,(773) 568-8495,2861491
10/19/2018,NISS,4D,,GRY,447172,IL,701 N. Sacramento,(773) 265-7605,6937425
10/12/2018,VOLK,LL,,TAN,AP21543,IL,701 N. Sacramento,(773) 265-7605,2861061
10/19/2018,TOYT,4D,,WHI,AJ94982,IL,701 N. Sacramento,(773) 265-7605,6937423
10/19/2018,PONT,4D,,GRN,Q622993,IL,701 N. Sacramento,(773) 265-7605,6937422
10/19/2018,PONT,4D,,GRY,Y750933,IL,701 N. Sacramento,(773) 265-7605,6937426
09/22/2018,NISS,4D,,GRY,AN17573,IL,701 N. Sacramento,(773) 265-7605,6935034
10/23/2018,JEEP,4D,,WHI,IT9918F,IL,10300 S. Doty,(773) 568-8495,2861746
11/21/2018,FORD,LL,,MAR,AT85350,IL,10300 S. Doty,(773) 568-8495,2863867
09/22/2018,MERZ,4D,,WHI,AW75341,IL,701 N. Sacramento,(773) 265-7605,6935033
09/22/2018,TOYT,4D,,SIL,AW17911,IL,701 N. Sacramento,(773) 265-7605,6935079
09/22/2018,HOND,LL,,BLK,9276786,IL,10300 S. Doty,(773) 568-8495,2859568
11/23/2018,MAZD,4D,,BLK,843353,IL,701 N. Sacramento,(773) 265-1846,1538044
11/23/2018,PONT,4D,,BLU,2DH5946,MD,701 N. Sacramento,(773) 265-1846,1538051
11/23/2018,TOYT,4D,,BLU,Z226875,IL,701 N. Sacramento,(773) 265-1846,1538050
11/23/2018,BUIC,VN,,WHI,AR48041,IL,10300 S. Doty,(773) 568-8495,2863948
11/23/2018,CADI,4D,,GRY,BB82389,IL,701 N. Sacramento,(773) 265-1846,1538052
11/23/2018,KIA,4D,,SIL,Y141140,IL,10300 S. Doty,(773) 568-8495,2863949
11/23/2018,VOLK,4D,,BLU,AV95785,IL,701 N. Sacramento,(773) 265-7605,6939955
11/23/2018,CHEV,4D,,RED,DSU8073,MI,701 N. Sacramento,(773) 265-7605,6939964
11/23/2018,HOND,2D,,RED,AR48664,IL,701 N. Sacramento,(773) 265-7605,6939973
11/23/2018,NISS,4D,,GLD,BA38875,IL,701 N. Sacramento,(773) 265-7605,6939972
09/22/2018,CHEV,4D,,WHI,A440184,IL,701 N. Sacramento,(773) 265-7605,6935042
09/22/2018,CHRY,2D,,GLD,AQ44605,IL,701 N. Sacramento,(773) 265-7605,6935038
09/22/2018,BUIC,4D,,SIL,AT53050,IL,701 N. Sacramento,(773) 265-7605,6935041
10/22/2018,GMC,PK,,YEL,,IL,10300 S. Doty,(773) 568-8495,286172
11/21/2018,CHEV,4D,,BLK,FWW621,IL,10300 S. Doty,(773) 568-8495,2863869
09/22/2018,FORD,LL,,BLK,L691082,IL,701 N. Sacramento,(773) 265-7605,6935054
10/25/2018,FORD,PK,TK,RED,298326,IL,10300 S. Doty,(773) 568-8495,2862083
11/23/2018,MERC,4D,,GRY,BB13571,IL,10300 S. Doty,(773) 568-8495,2863936
11/23/2018,CHEV,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2863935
09/22/2018,TOYT,4D,,GRY,L609624,IL,701 N. Sacramento,(773) 265-7605,6935045
09/22/2018,OLDS,4D,,WHI,AW29672,IL,701 N. Sacramento,(773) 265-7605,6935055
10/26/2018,CHEV,LL,,BLK,AN20850,IL,701 N. Sacramento,(773) 265-7605,6937911
10/26/2018,HYUN,4D,,BLK,AZ87975,IL,10300 S. Doty,(773) 568-8495,2862197
09/22/2018,NISS,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6935049
09/22/2018,CHEV,VN,,BLK,V104773,IL,701 N. Sacramento,(773) 265-7605,6935056
11/23/2018,TOYT,2D,,SIL,Q464821,IL,701 N. Sacramento,(773) 265-7605,6939958
11/23/2018,DODG,VN,,GRN,BB24296,IL,10300 S. Doty,(773) 568-8495,2863951
11/23/2018,JEEP,LL,TK,MAR,AS79773,IL,10300 S. Doty,(773) 568-8495,2863952
09/23/2018,HYUN,LL,,BLK,FL597AAJ,IN,701 N. Sacramento,(773) 265-7605,6935126
09/23/2018,HOND,2D,,RED,BB16241,IL,10300 S. Doty,(773) 568-8495,2859594
10/22/2018,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2861739
10/22/2018,CHEV,4D,,MAR,AG50515,IL,10300 S. Doty,(773) 568-8495,2861742
09/22/2018,BUIC,4D,,BRO,AE76868,IL,701 N. Sacramento,(773) 265-7605,6935043
10/22/2018,BUIC,LL,,WHI,273981,IL,10300 S. Doty,(773) 568-8495,2861729
11/21/2018,DODG,PK,,SIL,2098016B,IL,10300 S. Doty,(773) 568-8495,2863870
10/24/2018,CHEV,4T,,SIL,Z731878,IL,10300 S. Doty,(773) 568-8495,2861846
10/24/2018,CHEV,4D,,GRY,AS86968,IL,10300 S. Doty,(773) 568-8495,2861841
11/22/2018,GMC,LL,TK,WHI,,,701 N. Sacramento,(773) 265-7605,6939909
11/22/2018,CHRY,4D,,TAN,BB19693,IL,10300 S. Doty,(773) 568-8495,2863910
11/22/2018,PONT,VN,TK,GRN,AJ29123,IL,10300 S. Doty,(773) 568-8495,2863907
11/22/2018,HOND,2D,,RED,AK98135,IL,701 N. Sacramento,(773) 265-7605,6939911
11/22/2018,CHEV,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2863909
10/25/2018,FORD,4D,,GRY,R257159,IL,10300 S. Doty,(773) 568-8495,2862029
11/22/2018,HOND,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2863911
11/22/2018,HYUN,4D,,BLU,AJ97106,IL,10300 S. Doty,(773) 568-8495,2863908
11/23/2018,CHEV,LL,,RED,AH32250,IL,10300 S. Doty,(773) 568-8495,2863942
11/23/2018,POR,LL,,WHI,9CH4966,MD,10300 S. Doty,(773) 568-8495,2863941
11/23/2018,DODG,4D,,SIL,7CX8294,MD,10300 S. Doty,(773) 568-8495,2863945
11/23/2018,CHEV,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6939952
09/22/2018,ACUR,LL,,BLK,5570244,IL,701 N. Sacramento,(773) 265-7605,6935092
09/22/2018,TOMO,MB,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6935083
09/22/2018,FORD,LL,,WHI,12901FF,IL,701 N. Sacramento,(773) 265-7605,6935085
09/22/2018,CHEV,4D,,BLU,368U409,IL,10300 S. Doty,(773) 568-8495,2859570
09/22/2018,DODG,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6935084
10/23/2018,KIA,4D,,GRY,AD31014,IL,10300 S. Doty,(773) 568-8495,2861778
10/23/2018,CADI,2D,,TAN,AV79916,IL,10300 S. Doty,(773) 568-8495,2861779
09/22/2018,ZCZY,MS,,PNK,D31260,IL,10300 S. Doty,(773) 568-8495,2859553
10/23/2018,FORD,4D,,GRY,AQ23818,IL,10300 S. Doty,(773) 568-8495,2861762
11/21/2018,MITS,4T,,WHI,AS14053,IL,10300 S. Doty,(773) 568-8495,2863875
11/22/2018,SATU,4T,,TAN,AJ36157,IL,10300 S. Doty,(773) 568-8495,2863873
11/21/2018,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2863874
11/21/2018,CHEV,LL,TK,BLU,AW34281,IL,701 N. Sacramento,(773) 265-7605,6939857
11/21/2018,FORD,LL,TK,BRO,435U257,IL,701 N. Sacramento,(773) 265-7605,6939856
11/21/2018,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6939860
10/18/2018,NISS,4D,,BGE,AX93017,IL,701 N. Sacramento,(773) 265-7605,6937332
11/23/2018,SATR,4D,,WHI,905T012,IL,10300 S. Doty,(773) 568-8495,2863946
10/18/2018,FORD,VN,,SIL,Q616189,IL,10300 S. Doty,(773) 568-8495,2861496
11/23/2018,HYUN,2D,,SIL,AM83454,IL,10300 S. Doty,(773) 785-9752,1718733
11/23/2018,VOLK,4D,,WHI,W325AD,IL,10300 S. Doty,(773) 785-9752,1718734
11/23/2018,FORD,LL,TK,RED,R533167,IL,701 N. Sacramento,(773) 265-7605,6939959
10/23/2018,OLDS,4D,,SIL,BB15623,IL,10300 S. Doty,(773) 568-8495,2861771
10/23/2018,PONT,4D,,BRO,,IL,10300 S. Doty,(773) 568-8495,2861772
11/22/2018,BUIC,4D,,WHI,AS81752,IL,701 N. Sacramento,(773) 265-7605,6939894
11/22/2018,CHEV,4D,,SIL,385U663,IL,10300 S. Doty,(773) 568-8495,2863895
11/22/2018,MAZD,4D,,RED,AP42363,IL,701 N. Sacramento,(773) 265-7605,6939893
11/23/2018,HYUN,4D,,GLD,728MBG,IN,10300 S. Doty,(773) 568-8495,2863933
11/23/2018,CHEV,VN,TK,GRY,,,10300 S. Doty,(773) 568-8495,2863934
11/23/2018,NISS,4D,,BLK,BA30779,IL,701 N. Sacramento,(773) 265-7605,6939936
11/23/2018,JEEP,LL,,BLU,ADK8648,WI,701 N. Sacramento,(773) 265-7605,6939947
11/23/2018,SATU,4D,,SIL,AV80347,IL,10300 S. Doty,(773) 568-8495,2863938
11/23/2018,MITS,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6939962
11/23/2018,HOND,VN,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2863953
10/19/2018,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2861529
11/23/2018,BUIC,4D,,GRY,BB13913,IL,10300 S. Doty,(773) 568-8495,2863954
11/23/2018,CHEV,4D,,GRY,AQ36292,IL,10300 S. Doty,(773) 568-8495,2863955
10/19/2018,FORD,2D,EXP,RED,ZX51341,IL,701 N. Sacramento,(773) 265-7605,6937397
09/23/2018,CHEV,2D,,WHI,AD77207,IL,701 N. Sacramento,(773) 265-7605,6935099
09/22/2018,CHEV,LL,TK,RED,AQ47866,IL,701 N. Sacramento,(773) 265-7605,6935094
10/20/2018,JEEP,LL,,SIL,AJ25487,IL,10300 S. Doty,(773) 568-8495,2861567
11/22/2018,CHEV,VN,,RED,E354233,IL,10300 S. Doty,(773) 568-8495,2863885
11/22/2018,GMC,LL,,GRY,Q177808,IL,10300 S. Doty,(773) 568-8495,2863882
11/22/2018,MERC,LL,,RED,AA42547,IL,10300 S. Doty,(773) 568-8495,2863884
10/20/2018,SUBA,4D,,GLD,ZZ35405,IL,10300 S. Doty,(773) 568-8495,2861568
10/20/2018,PONT,4D,,GRY,361500,IL,10300 S. Doty,(773) 568-8495,2861569
10/18/2018,PONT,4D,,TAN,482T797,IL,10300 S. Doty,(773) 568-8495,2861499
10/18/2018,CADI,4D,,BLK,378646,IL,10300 S. Doty,(773) 568-8495,2861498
11/23/2018,BUIC,4D,,BLU,YAZ438,IN,10300 S. Doty,(773) 568-8495,2863956
11/23/2018,NISS,LL,,BLK,AD50292,IL,10300 S. Doty,(773) 568-8495,2863958
10/23/2018,PONT,4D,,RED,973LCH,MN,10300 S. Doty,(773) 568-8495,2816832
11/24/2018,CHRY,VN,,BLK,750968,IL,701 N. Sacramento,(773) 265-7605,6939993
10/19/2018,HOND,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1537927
10/20/2018,MERC,LL,,BLK,AR12187,IL,701 N. Sacramento,(773) 265-7605,6937473
10/23/2018,DODG,2D,,BLK,506792,IL,10300 S. Doty,(773) 568-8495,2861774
09/23/2018,FORD,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2859577
11/22/2018,LINC,4T,,SIL,AP42529,IL,10300 S. Doty,(773) 568-8495,2863897
09/23/2018,HOND,4D,,BLU,Q388142,IL,701 N. Sacramento,(773) 265-7605,6935120
11/22/2018,FORD,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,6939896
10/24/2018,CHEV,4D,,GRY,H327973,IL,10300 S. Doty,(773) 785-9752,1718663
11/23/2018,CHEV,4D,,WHI,433U066,IL,701 N. Sacramento,(773) 265-7605,6939971
10/24/2018,CHEV,4D,,BLK,AQ47452,IL,701 N. Sacramento,(773) 265-7605,6937779
10/25/2018,KIA,VN,,GLD,AH74432,IL,10300 S. Doty,(773) 568-8495,2862020
10/26/2018,CADI,4D,,WHI,AV85975,IL,10300 S. Doty,(773) 568-8495,2862200
10/27/2018,HOND,4D,,GRY,872092,IL,701 N. Sacramento,(773) 265-7605,6938004
10/28/2018,CHEV,VN,,TAN,L741236,IL,701 N. Sacramento,(773) 265-7605,6938008
10/28/2018,DODG,4T,,SIL,AP24752,IL,10300 S. Doty,(773) 568-8495,2862365
09/23/2018,VOLK,LL,,BLU,E330720,IL,701 N. Sacramento,(773) 265-7605,6935106
10/17/2018,TOYT,4D,,RED,,,701 N. Sacramento,(773) 265-7605,6937181
09/23/2018,PONT,2D,,GRY,ADM6180,WI,10300 S. Doty,(773) 568-8495,2859580
11/22/2018,CHEV,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6939890
09/23/2018,PONT,4D,AZT,WHI,J839120,IN,10300 S. Doty,(773) 568-8495,2859591
09/23/2018,BUIC,4D,,GLD,AP34283,IL,10300 S. Doty,(773) 568-8495,2859579
10/19/2018,DODG,2D,,BLK,,,701 N. Sacramento,(773) 265-7605,6937386
11/22/2018,MERC,4D,,BGE,HBY4887,OH,701 N. Sacramento,(773) 265-7605,6939892
11/22/2018,CHEV,4D,,BLK,Q622495,IL,10300 S. Doty,(773) 568-8495,2863913
09/23/2018,CHEV,4D,,TAN,9137734,IL,701 N. Sacramento,(773) 265-7605,6935112
09/23/2018,NISS,4D,,TAN,AP99449,IL,10300 S. Doty,(773) 568-8495,2859582
09/23/2018,CHEV,2D,,WHI,AL30170,IL,10300 S. Doty,(773) 568-8495,2859629
09/23/2018,BUIC,4D,,MAR,Q455844,IL,10300 S. Doty,(773) 568-8495,2859630
09/23/2018,DODG,LL,TK,MAR,GRY253,IA,10300 S. Doty,(773) 568-8495,2859635
10/23/2018,,,,,,IL,10300 S. Doty,(773) 785-9752,1718661
09/24/2018,BUIC,4D,,GLD,12730364,IL,701 N. Sacramento,(773) 265-7605,6935197
10/23/2018,HYUN,4D,,SIL,AT37750,IL,10300 S. Doty,(773) 568-8495,2861777
09/23/2018,JAGU,4T,,GRY,ZX28115,IL,10300 S. Doty,(773) 568-8495,2859584
10/23/2018,MERC,4D,,GLD,Z445424,IL,701 N. Sacramento,(773) 265-7605,6937698
11/22/2018,SUBA,4D,,GRY,BB82839,IL,701 N. Sacramento,(773) 265-7605,6939900
09/23/2018,ACUR,4D,,BLK,BA79372,IL,701 N. Sacramento,(773) 265-7605,6935168
11/22/2018,FORD,4D,,WHI,277U819,IL,10300 S. Doty,(773) 568-8495,2863905
11/22/2018,JEEP,LL,TK,BLK,63AZ653,AL,701 N. Sacramento,(773) 265-7605,6939902
11/22/2018,HOND,4D,,TAN,AD78814,IL,10300 S. Doty,(773) 568-8495,2863906
11/22/2018,HYUN,4D,,SIL,Y965415,IL,10300 S. Doty,(773) 568-8495,2863904
09/22/2018,MERZ,2D,,WHI,AS75581,IL,10300 S. Doty,(773) 568-8495,2859573
11/23/2018,NISS,LL,,GRY,672NFC,IN,10300 S. Doty,(773) 568-8495,2863919
11/23/2018,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2863920
11/23/2018,HOND,4D,,GRY,BA74613,IL,701 N. Sacramento,(773) 265-7605,6939933
10/23/2018,BMW,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2861752
09/24/2018,TOYT,4D,,BLK,AZ8879,IL,10300 S. Doty,(773) 568-8495,2859654
11/23/2018,FORD,LL,,GLD,988386,IL,701 N. Sacramento,(773) 265-7605,6939932
10/23/2018,AUDI,4D,,GRY,2050557,IL,10300 S. Doty,(773) 568-8495,2861747
11/23/2018,TOYT,4D,,SIL,AU58530,IL,701 N. Sacramento,(773) 265-7605,6939935
10/18/2018,FORD,4D,,SIL,AV79756,IL,10300 S. Doty,(773) 568-8495,2861510
10/18/2018,CHEV,4T,,GRY,,IL,10300 S. Doty,(773) 568-8495,2861508
10/18/2018,SATU,LL,,WHI,AW72747,IL,10300 S. Doty,(773) 568-8495,2861509
11/23/2018,TOYT,4D,,GRN,E924044,IL,701 N. Sacramento,(773) 265-1846,1538048
10/23/2018,NISS,4D,,GLD,AP71847,IL,10300 S. Doty,(773) 568-8495,2861755
11/23/2018,DODG,4D,,GRN,AH84255,IL,701 N. Sacramento,(773) 265-7605,6939953
11/23/2018,HOND,2D,,BLK,AS50121,IL,701 N. Sacramento,(773) 265-1846,1538049
11/23/2018,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6939954
10/26/2018,CHEV,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2862140
10/23/2018,CHEV,LL,TK,GRN,837T635,IL,701 N. Sacramento,(773) 265-7605,6937721
10/23/2018,PONT,4D,,BRO,,IL,701 N. Sacramento,(773) 265-7605,6937720
11/24/2018,CHEV,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2863972
10/23/2018,BUIC,4D,,BLK,AL25409,IL,701 N. Sacramento,(773) 265-7605,6937719
09/24/2018,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6935191
11/24/2018,PONT,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6939997
09/24/2018,LINC,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2859644
09/24/2018,PONT,4T,,GRY,ZX31469,IL,10300 S. Doty,(773) 568-8495,2859641
10/24/2018,HOND,4D,,WHI,P191733,IL,10300 S. Doty,(773) 568-8495,2861946
10/24/2018,PONT,4D,,GRY,AV89402,IL,10300 S. Doty,(773) 568-8495,2861945
10/24/2018,SATR,4D,,RED,,,10300 S. Doty,(773) 568-8495,2861947
10/25/2018,FORD,LL,,BLK,ZU77740,IL,10300 S. Doty,(773) 568-8495,2861970
11/25/2018,MERC,LL,TK,SIL,872381,NB,701 N. Sacramento,(773) 265-7605,6940074
11/26/2018,MITS,SW,,BLK,516S411,IL,701 N. Sacramento,(773) 265-7605,6940082
10/18/2018,HYUN,LL,,BLK,AK55250,IL,10300 S. Doty,(773) 568-8495,2861505
10/18/2018,SATR,VN,,SIL,,,10300 S. Doty,(773) 568-8495,2861506
10/25/2018,KIA,4D,,WHI,AR85160,IL,701 N. Sacramento,(773) 265-7605,6937799
10/27/2018,HYUN,4D,,WHI,AW55693,IL,701 N. Sacramento,(773) 265-7605,6937937
10/23/2018,NISS,4D,,RED,E594338,IL,10300 S. Doty,(773) 568-8495,2861780
09/23/2018,CADI,4D,,CRM,BA65067,IL,10300 S. Doty,(773) 568-8495,2859596
11/25/2018,DODG,VN,TK,GRY,BD11922,IL,701 N. Sacramento,(773) 265-7605,6940054
10/20/2018,FORD,4D,,SIL,425110,IL,10300 S. Doty,(773) 568-8495,2861574
11/25/2018,INFI,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2864035
11/25/2018,JAGU,4D,,TAN,189U097,IL,10300 S. Doty,(773) 568-8495,2864040
11/25/2018,VOLK,4D,,GRY,Q890289,IL,10300 S. Doty,(773) 568-8495,2864036
11/25/2018,CHEV,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2864051
11/25/2018,ROV,LL,TK,WHI,8AWR970,CA,701 N. Sacramento,(773) 265-7605,6940063
11/25/2018,GMC,LL,,WHI,AT80068,IL,701 N. Sacramento,(773) 265-7605,6940077
11/26/2018,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2864075
11/26/2018,CHEV,4D,,BLK,AW71078,IL,10300 S. Doty,(773) 568-8495,2864076
11/24/2018,TOYT,2D,,BLU,V153444,IL,701 N. Sacramento,(773) 265-7605,6939999
09/23/2018,CHEV,PK,TK,WHI,2292190B,IL,10300 S. Doty,(773) 568-8495,2859600
11/25/2018,GMC,LL,,BLU,BB83234,IL,10300 S. Doty,(773) 568-8495,2864030
10/24/2018,HOND,2D,,RED,Z656382,IL,701 N. Sacramento,(773) 265-7605,6937772
11/25/2018,CHEV,LL,,SIL,AP25887,IL,10300 S. Doty,(773) 568-8495,2864031
10/24/2018,NISS,4D,,SIL,AL19699,IL,701 N. Sacramento,(773) 265-7605,6937773
11/25/2018,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2864029
09/24/2018,HOND,4D,,GRN,688085,IL,701 N. Sacramento,(773) 265-7605,6935200
09/24/2018,FORD,4D,,BLU,S730141,IL,701 N. Sacramento,(773) 265-7605,6935198
09/24/2018,BUIC,4D,,BGE,V133229,IL,10300 S. Doty,(773) 785-9752,1718605
11/25/2018,MITS,LL,,GRY,765321,IL,10300 S. Doty,(773) 568-8495,2864025
11/25/2018,FORD,4D,,WHI,20244J2,TX,10300 S. Doty,(773) 568-8495,2864043
11/25/2018,PONT,4D,,BLU,BA33764,IL,701 N. Sacramento,(773) 265-7605,6940062
11/25/2018,HYUN,LL,TK,BLK,L456427,IL,701 N. Sacramento,(773) 265-7605,6940066
10/18/2018,BUIC,4D,,TAN,Z721962,IL,10300 S. Doty,(773) 568-8495,2861512
11/25/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2864060
11/26/2018,MITS,LL,TK,RED,Q841709,IL,701 N. Sacramento,(773) 265-7605,6940079
11/26/2018,ACUR,LL,TK,SIL,L102532,IL,701 N. Sacramento,(773) 265-7605,6940080
11/26/2018,TOYT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6940086
11/26/2018,OLDS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6940089
11/26/2018,ACUR,2D,,SIL,Z479558,IL,10300 S. Doty,(773) 568-8495,2864086
11/27/2018,DODG,LL,TK,TAN,AT81835,IL,701 N. Sacramento,(773) 265-7605,6940100
11/27/2018,NISS,4T,,GRY,ZY85378,IL,10300 S. Doty,(773) 568-8495,2864100
11/24/2018,HYUN,4D,,SIL,AR84221,IL,10300 S. Doty,(773) 568-8495,2863975
11/24/2018,CHEV,4D,,SIL,N49934,WI,10300 S. Doty,(773) 568-8495,2863973
11/24/2018,CHEV,2D,,BLK,Y740927,IL,10300 S. Doty,(773) 568-8495,2864017
11/24/2018,CHEV,4D,,GRY,AY54997,IL,10300 S. Doty,(773) 568-8495,2864016
11/25/2018,MAZD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2864041
11/25/2018,KIA,LL,,BRZ,KLN2280,PA,10300 S. Doty,(773) 568-8495,2864044
09/23/2018,CHEV,4D,,COM,,IL,10300 S. Doty,(773) 568-8495,2859624
11/25/2018,CHEV,4D,,RED,AQ85833,IL,10300 S. Doty,(773) 568-8495,2864045
11/26/2018,HOND,4D,,GRY,542U009,IL,10300 S. Doty,(773) 568-8495,2864072
10/19/2018,NISS,4T,,WHI,AJ80154,IL,10300 S. Doty,(773) 568-8495,2861515
11/26/2018,CHEV,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2864071
11/26/2018,CHRY,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6940085
11/26/2018,HOND,LL,,BLK,BB84940,IL,400 E. Lower Wacker,(312) 744-7550,996458
11/26/2018,HYUN,LL,,WHI,261U861,IL,10300 S. Doty,(773) 568-8495,2864081
10/19/2018,ACUR,4D,,SIL,AG28526,IL,701 N. Sacramento,(773) 265-7605,6937357
11/26/2018,CHEV,4D,,SIL,AQ44361,IL,10300 S. Doty,(773) 568-8495,2864082
11/26/2018,CHEV,4D,,ONG,Q676213,IL,10300 S. Doty,(773) 568-8495,2864088
10/23/2018,CHEV,LL,,SIL,AQ44642,IL,701 N. Sacramento,(773) 265-7605,6937708
11/26/2018,TOYT,4D,,MAR,AW54830,IL,10300 S. Doty,(773) 568-8495,2864090
11/26/2018,DODG,PK,,RED,2411681B,IL,10300 S. Doty,(773) 568-8495,2864092
10/23/2018,CHEV,4D,,GRY,525423,IL,10300 S. Doty,(773) 568-8495,2861806
11/26/2018,DODG,VN,TK,BLU,N915805,IL,10300 S. Doty,(773) 568-8495,2864091
11/24/2018,JEEP,LL,,WHI,AU18905,IL,701 N. Sacramento,(773) 265-7605,6940000
10/23/2018,CHEV,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2861794
10/25/2018,CHEV,2D,,TAN,352U258,IL,10300 S. Doty,(773) 568-8495,2862082
11/25/2018,DODG,LL,,SIL,AY43689,IL,701 N. Sacramento,(773) 265-7605,6940058
10/26/2018,CHEV,4D,,WHI,ZZ52921,IL,10300 S. Doty,(773) 568-8495,2862183
10/26/2018,HOND,VN,,GRY,795564,IL,701 N. Sacramento,(773) 265-7605,6937897
11/25/2018,OLDS,4D,,BRO,Q606008,IL,10300 S. Doty,(773) 568-8495,2864042
10/19/2018,MERZ,4D,,TAN,E459084,IL,701 N. Sacramento,(773) 265-7605,6937340
11/25/2018,PONT,4D,,BLU,AW27559,IL,10300 S. Doty,(773) 568-8495,480899
11/25/2018,DODG,VN,,GRN,AV94914,IL,10300 S. Doty,(773) 568-8495,2864046
10/26/2018,SUBA,4D,,SIL,AD63887,IL,10300 S. Doty,(773) 568-8495,2862191
11/25/2018,VOLV,LL,TK,GRY,212769,IL,10300 S. Doty,(773) 568-8495,2864048
11/25/2018,DODG,VN,CVN,TAN,367494,IL,10300 S. Doty,(773) 568-8495,2864059
11/25/2018,HYUN,4D,,WHI,AC73588,IL,10300 S. Doty,(773) 568-8495,2864057
11/26/2018,VOLV,LL,,WHI,P918750,IL,10300 S. Doty,(773) 785-9752,1718736
11/26/2018,SUZI,MC,CYL,MAR,,IL,10300 S. Doty,(773) 568-8495,2864083
11/26/2018,FORD,LL,,SIL,AG62650,IL,701 N. Sacramento,(773) 265-7605,6940090
11/26/2018,CHRY,VN,TK,BLU,AQ70303,IL,10300 S. Doty,(773) 568-8495,2864087
11/26/2018,VOLV,LL,,SIL,AS76279,IL,10300 S. Doty,(773) 785-9752,1718737
11/26/2018,PONT,4D,,MAR,P7190U,WI,10300 S. Doty,(773) 568-8495,2864093
11/17/2018,CHEV,4D,,BLK,63488,IL,701 N. Sacramento,(773) 265-7605,6939667
11/25/2018,ISU,LL,,BLK,Z236038,IL,10300 S. Doty,(773) 568-8495,2864028
10/23/2018,FORD,2T,,BLU,AL94187,IL,10300 S. Doty,(773) 568-8495,2861798
10/23/2018,DODG,VN,,RED,AQ41714,IL,400 E. Lower Wacker,(312) 744-7550,994770
09/23/2018,CHEV,,TK,BLK,171131EN,IL,701 N. Sacramento,(773) 265-7605,6935159
11/24/2018,PONT,4D,,BLK,Q281781,IL,10300 S. Doty,(773) 568-8495,2864009
11/24/2018,SUZI,4D,,RED,AD68343,IL,10300 S. Doty,(773) 568-8495,2864010
11/26/2018,FORD,LL,TK,GRY,ZU11443,IL,10300 S. Doty,(773) 568-8495,2864079
10/19/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2861517
10/19/2018,CHEV,4D,,SIL,632485,IL,701 N. Sacramento,(773) 265-7605,6937343
10/19/2018,HOND,LL,,WHI,546VS,IN,10300 S. Doty,(773) 568-8495,2861519
11/26/2018,HOND,2D,,SIL,Q279201,IL,701 N. Sacramento,(773) 265-7605,6940092
11/26/2018,PONT,2D,,BLK,G618526,IL,701 N. Sacramento,(773) 265-7605,6940091
10/19/2018,DODG,VN,,MAR,AH38877,IL,701 N. Sacramento,(773) 265-7605,6937344
11/27/2018,MITS,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2864114
